sentence,char_count,token_count
ཨིན་རུང་ གཞུང་འབྲེལ་ཐོབ་སྤྱོད་ཁྲལ་ཕབ་ཆག་ཐོག་ལུ་ ཉོ་སྤྱོད་འབད་མི་ཚུ་ཨིན་པ་ཅིན་ ལོ་ལྔ་གི་རིང་ མིང་ཐོ་སྤོ་སོར་འབད་ནི་ལ་སོགས་པ་ཚུ་ ཁྲལ་སྤྲོད་དེ་མ་གཏོགས་ མ་ཆོགཔ་སྦེ་ཡོདཔ་ཨིན་པས།,172,44
ཟམ་བཟོ་སྐྲུན་འབད་ནི་ ཕྱིས་ཏེ་ལུས་མི་གིས་ བསམ་རྩེ་རྒེད་འོག་༥ ལུ་ བར་ཆད་འབྱུང་ནི་ཨིནམ།,84,21
ཕགཔ་གསོ་སྐྱོང་འཐབ་མི་ སོ་ནམ་པ་ཚུ་ལུ་ རྒྱབ་སྐྱོར།,48,12
གྲོང་གསེབ་མཐའ་ཟུར་གྱི་མི་སེར་ཚུ་ ལྕགས་སྐུད་དྲ་མིག་གི་ ར་བ་བསྒོར་ནིའི་ལས་རིམ་ནང་ ཚུད་ཐབས་མེད་པའི་གདོང་ལེན།,105,26
ཀེམ་བི་རེཆ་དང་རིམ་སྒྲིག་འབད་མི་ རྩ་གཞུང་ལག་ལེན་འཐབ་ནི་ལུ་ གྲ་སྒྲིག་ཡོད་ལུགས་ཀྱི་དྲི་བཀོད།,89,22
ཡོངས་འབྲེལ་ཐོག་ལས་ མགུ་འབྱིད་རྐྱབ་མི་ཡར་སེང་ལུ་ དོགས་ཟོན།,57,13
གནས་ཚུལ་མདོར་བསྡུས།,19,4
རྒྱ་གར་གྱི་རུ་པི་རྫུས་མ་ལག་ལེན་ནང་ མི་གཉིས་ ཁྲིམས་སྲུང་འགག་པ་གིས་ འཛིན་བཟུང་འབད་ཡོདཔ།,85,21
ད་རེས་འཕྲལ་ཁམས་ལུ་ ཆར་རྐྱབ་མི་གིས་ སྐྱེལ་འདྲེན་འབད་ནི་ལུ་ བར་ཆད་རྐྱབ་ཡོདཔ་ད་ དེ་ཡང་ གནས་སྐབས་ཀྱི་ ལམ་ཕྱོགས་སོ་སོ་ལས་བཏོན་ཏེ་ ཆུ་ཁ་བཀྲམ་སོང་མི་གིས་ གཙང་ཆུ་བརྒལ་ནི་ལུ་ ཐབས་ལམ་ཅིག་སྦེ་ ཡོདཔ་ཨིན་པས།,194,49
བར་ཆད་ག་ཅི་ར་བྱུང་རུང་ དེ་གིས་ ཐད་ཀར་དུ་ མཁོ་ཆས་དང་ ལམ་འགྲུལ་ དགོས་མཁོའི་ཞབས་ཏོག་ཚུ་ལུ་ གནོད་པ་རྐྱབ་མི་ལུ་བརྟེན་ ས་ཁོངས་དེ་ ཡུན་རིངམོ་སྦེ་ར་ ཐོགས་ཏེ་ལུས་པའི་ ཚ་གྱང་ལང་དོ་ཡོདཔ་ཨིན་པས།,182,47
ཚ་གྱང་ཅིག་དེ་ ས་གནས་ཇི་ཏི་ལུ་ཡོད་པའི་ སྒྲིག་ཟམ་གཉིས་ ན་ཧིང་ སྤྱི་ཟླ་༡༠ པའི་ནང་ ཆརཔ་ཤུགས་སྦེ་རྐྱབ་མི་ལུ་བརྟེན་ འཕྱགས་བདའ་ནི་དེ་གིས་ཨིནམ་ད་ དེ་གིས་ གཞུང་ལམ་འདི་ར་ སྒོ་བསྡམས་སྡོད་དགོཔ་ལུ་ ཐུག་ཡོདཔ་ཨིན་པས།,201,50
ས་ཐོག་སྐྱེལ་འདྲེན་ལས་ཁུངས་ཀྱིས་ ཟད་འགྲོ་དངུལ་ཀྲམ་ས་ཡ་༡༥ གི་ཐོག་ལས་ སྤྱི་ཟླ་༡ པའི་ནང་ལས་ བཟོ་སྐྲུན་ལཱ་འབད་ནི་ འགོ་བཙུགས་ཡོད་མི་དེ་ སྤྱི་ཟླ་༥ པའི་ཚེས་༩ ལུ་ མཇུག་བསྡུ་ཚུགས་པའི་ ཚོད་དཔག་ཡོདཔ་ཨིན་པས།,194,49
དེ་འབདཝ་ད་ ཚོད་དཔག་གི་དུས་ཚོད་དེ་ ཚང་སྟེ་འབད་རུང་ ས་ཁོངས་ནང་སྔོན་འགྲོའི་ལཱ་ དུམ་གྲ་ཅིག་མ་གཏོགས་འབད་ས་ མཐོང་ནི་མེདཔ་ད་ ཟམ་ངོ་མ་རྐྱབ་སའི་ས་ཁོངས་ནང་ ལཱ་ཤུགས་དེ་ཅིག་ར་ བཏོན་ཡོད་པའི་ གསལ་སྟོན་མེདཔ་སྦེ་ཨིན་པས།,203,52
གནད་དོན་འདི་ཚུ་ལུ་བརྟེན་ ས་གནས་ནང་སྡོད་མི་ཚུ་ལུ་ ཚ་གྱང་འཐེབ་ཅིག་ར་ ལང་ཡོད་མི་དེ་ཡང་ གཞུང་ལམ་སྦྲེལ་མཐུད་འབད་ནི་ལུ་ ཕྱིས་ཏེ་ལུས་པ་ཅིན་ དེ་གིས་གནམ་བྱཱར་ཆརཔ་རྐྱབ་པའི་བསྒང་ལས་ ལམ་དེ་གནས་སྟངས་སྐྱོ་དྲག་ཅིག་ནང་ ལྷོད་ནི་ཨིན་པས།,218,56
ས་གནས་ཀྱི་ མི་སེར་ཚུ་གིས་ སླབ་དོ་བཟུམ་འབད་བ་ཅིན་ ཡང་བསྐྱར་དུ་ ལམ་ཕྱོགས་མེདཔ་བཏང་མི་གིས་ གཙང་ཆུ་བརྒལ་འགྱོ་ནི་ལུ་ ཉེན་ཁ་སྦོམ་ར་བྱུང་དོ་ཡོདཔ་བཞིན་དུ་ གནས་སྟངས་དེ་ དུས་ཚོད་དང་འཁྲིལ་ ལཱ་ཁག་བཏང་ནི་ཨིན་པས།,198,50
མི་སེར་ཚུ་གིས་ སླབ་དོ་བཟུམ་འབད་བ་ཅིན་ གནམ་ནུབ་མོ་ ངེས་མེད་དུ་ འགྲོ་འགྲུལ་འབད་དགོཔ་ བྱུང་བའི་སྐབས་སུ་ གལ་སྲིད་ རྒྱུན་ལམ་དེ་ ཐོགས་ཆག་མེདཔ་སྦེ་ཡོད་པ་ཅིན་ གྲ་སྒྲིག་དང་ བདེ་སྒྲིག་འབད་དགོཔ་ཡང་མི་འོང་ཟེར་ བཤདཔ་ཨིན་པས།,210,50
བཀྲིས་ཆོས་གླིང་དྲུང་ཁག་ནང་ གོང་འཕེལ་གྱི་ལས་སྣ་ཚུ་ ལེ་ཤ་ཅིག་ར་ འོང་དོ་ཡོད་མི་དང་ མི་རློབས་ཡར་སེང་འགྱོ་དོ་ཡོདཔ་ལས་ ལཱ་ཚུ་མགྱོགས་དྲག་འབད་དགོཔ་འདུག་ཟེར་ཨིན་པས།,155,39
རྡོག་མ་དང་ ཨ་ལེན་ཅི་གི་ དུས་ཚོད་རན་དོ་ཡོད་མི་དང་བསྟུན་ འཁོར་ལམ་ལག་ལེན་འཐབ་ནི་གི་ དུས་ཚོད་རན་ཡོདཔ་ལས་ གཞུང་ལམ་ལེགས་བཅོས་འབད་དགོཔ་ཁག་ཆེཝ་སྦེ་ ཡོདཔ་ཨིན་པའི་གནས་ཚུལ།,161,41
༉ རྒྱལ་ཁབ་ནང་ ཕག་ཤ་གི་ གོང་ཚད་ཡར་འཕར་དང་ འཐོབ་ནི་ལུ་གདོང་ལེན་བྱུང་མི་ དེ་ལས་ ཤའི་ཚོང་ལམ་ལེགས་ཤོམ་མེདཔ་ལས་ གཞུང་གིས་ གནད་དོན་སེལ་ཐབས་ལུ་ ཐབས་ལམ་ཚུ་ བཏོན་ཏེ་ཡོདཔ་ཨིན་པས།,167,43
ད་རེས་ སོ་ནམ་པ་ཚུ་གིས་ ཕགཔ་ཤ་ཚུ་ ལེ་ཤ་སྦེ་ ཐོན་སྐྱེད་འབད་རུང་ ཚོང་ལམ་མེད་པའི་ དཀའ་ངལ་བྱུང་སྟེ་ཡོདཔ་ཨིན་པས།,106,28
གནད་དོན་གཅིགཔོ་དེ་ ཁྲོམ་ཁར་ཕག་ཤ་གི་ གོང་ཚད་ཚུ་ གཏན་འཁེལ་མེད་པར་ ཡར་མར་སོང་སྟེ་ཡོདཔ་བཞིན་དུ་ ལ་ལུ་ཅིག་གིས་ ཕགཔ་ཤ་ཚུ་བསགས་བཞག་སྟེ་ གོང་ཚད་མཐོ་དྲགས་སྦེ་ བཙོང་དོ་ཡོདཔ་ཨིན་པས།,170,43
"ད་རེས་ རྒྱལ་ཁབ་ནང་ གུང་པ་༦༦,༤༤༠ སོ་ནམ་ལཱ་ལུ་བརྟེན་སྡོད་མི་དང་ གུང་པ་༤,༣༧༦ དེ་ཅིག་ ཕགཔ་གསོ་སྐྱོང་འཐབ་སྟེ་ འཚོ་བ་སྐྱོང་སྡོད་མི་ཡོདཔ་ཨིན་པས།",137,34
འཐུས་མི་གིས་ གལ་སྲིད་ གནད་དོན་འཕྲོ་མཐུད་དེ་ར་ སྡོད་པ་ཅིན་ ཕགཔ་གསོ་སྐྱོང་འཐབ་མི་ཚུ་ འཚོ་བ་ཡུན་བརྟན་སྦེ་ སྐྱོང་སྡོད་ནི་ལུ་ ལཱ་ཁག་གཏང་ནི་མས་ཟེར་ཨིན་པས།,148,37
ཁོ་གིས་འབད་བ་ཅིན་ རྩི་རང་གི་ སོ་ནམ་པ་ཚུ་ ཕག་ཤ་ཐོན་སྐྱེད་འབད་ནི་ འོས་འབབ་སྦོམ་ཡོད་རུང་ དམིགས་བསལ་དུ་ ཕག་ཤ་གསོ་སྐྱོང་འཐབ་ནི་སྦེ་ སྐྱིན་འགྲུལ་ལེན་མི་ཚུ་ དངུལ་འབྲེལ་དང་འབྲེལ་བའི་ དཀའ་ངལ་བྱུང་སྟེ་ འདུག་ཟེར་ཨིན་པས།,208,51
ད་རེས་ རྩི་རང་གི་ སོ་ནམ་པ་རྐྱངམ་གཅིག་མེན་པར་ བསམ་རྩེ་དང་ གསར་སྤང་ དར་དཀར་ནང་ ཆུ་ཁ་ དེ་ལས་ བསམ་གྲུབ་ལྗོངས་མཁར་གྱི་ སོ་ནམ་པ་ཚུ་ལུ་ཡང་ གདོང་ལེན་བྱུང་སྟེ་ ཡོདཔ་སྦེ་ཨིན་པས།,167,43
ཁོ་གིས་ དངུལ་ཀྲམ་ས་ཡ་༣༣ བཏང་སྟེ་ ཐོན་སྐྱེད་མེ་ཊིག་ཊཱན་༨༠༠ ལུ་ རྒྱབ་སྐྱོར་འབད་ནིའི་ འཆར་གཞི་ཡོདཔ་ད་ ཐོན་སྐྱེད་ཚུ་ཡང་ ཐད་ཀར་དུ་ ཚོང་ཁང་བརྒྱུད་དེ་ ཚོང་འབྲེལ་འཐབ་འོང་ཟེར་ཨིན་པས།,173,42
དངུལ་ཀྲམ་ཐེར་འབུམ་༤ གནས་པའི་ཤ་རིགས་ཐོན་སྐྱེད་ ནང་འཁོད་ལུ་ ཚོང་འབྲེལ་འཐབ་ཡོདཔ་ལས་ ཕག་ཤ་ཚོང་འབྲེལ་འཐབ་མི་རྐྱངམ་གཅིག་མེན་པར་ སྒོ་ནོར་ལས་སྡེ་ནང་ གོ་སྐབས་ལེགས་ཤོམ་ཡོདཔ་ཨིན་པས།,170,41
གཞུང་གིས་ སྒོ་ནོར་ཐོན་སྐྱེད་འབད་མི་ཚུ་ལུ་ འཕྲོ་མཐུད་དེ་ར་ ཚོང་འབྲེལ་གྱི་ རྒྱབ་སྐྱོར་ཚུ་འབད་ནི་ཨིན་པས།,101,24
གནད་དོན་དེ་ལུ་ སོ་ནམ་བློན་པོ་གིས་ ད་རེས་ ད་ལྟོ་ཡོད་པའི་མཐུན་རྐྱེན་ཚུ་ ལག་ལེན་འཐབ་དོ་ཡོདཔ་བཞིན་དུ་ གལ་སྲིད་ མངམ་དགོས་མཁོ་ཡོད་པ་ཅིན་ ཁ་སྐོང་མཐུན་རྐྱེན་ཚུ་ བཟོ་སྐྲུན་འབད་འོང་ཟེར་ཨིན་པས།,182,45
གཞུང་གིས་ མཐུན་རྐྱེན་ཚུ་ བཟོ་སྐྲུན་འབད་དེ་ ལག་ལེན་མ་འཐབ་པར་ ལུས་ནི་དང་ ཟད་འགྲོ་འཕྲོ་བརླགས་འགྱོ་འོང་ཟེར་བའི་ གནད་དོན་ཡོདཔ་ཨིན་པའི་གནས་ཚུལ།,137,32
ཨོ་རྒྱན་རྡོ་རྗེ།,16,4
"རྒྱལ་ཡོངས་ཚོགས་ཁང་ནང་ དྲི་བཀོད་ལས་རིམ་སྐབས་ལུ་ རྩིས་ལོ་༢༠༢༥ དང་༢༠༢༦ ལུ་ རྒྱལ་ཁབ་ནང་ ཁྱབ་ཚད་ཀི་ལོ་མི་ཊར་༡,༡༠༧ དེ་ཅིག་ལྕགས་ར་བསྒོརཝ་ད་ ས་ཆ་ཨེ་ཀར་༣༡,༡༢༡ ཁྱབ་ཚུགས་མི་གིས་ ཁྱིམ་གུང་༡༢,༩༠༧ དེ་ཅིག་ལུ་ ཁེ་ཕན་བྱུང་ཡི་ཟེར་ གསལ་ཞུ་འབད་ཡི།",227,57
བློན་པོ་ཡོན་ཏན་ཕུན་ཚོགས་ཀྱིས་ གསལ་ཞུ་འབད་མིའི་ནང་ སའི་ཁྱབ་ཚད་ཨེ་ཀར་༣༠ ཟེར་འཁོད་དེ་ཡོད་མི་དེ་ རྒྱལ་ཡོངས་ནང་ ཐོན་ཁུངས་ཚད་ཅིག་ལས་བརྒལ་མེད་ནི་དེ་གིས་ ཨིནམ་བཞིན་དུ་ མི་སེར་གྱི་མ་རྩ་གཞི་བཙུགས་ནང་ དཔལ་འབྱོར་གྱི་ཁེ་ཕན་ཚུ་ བལྟ་དགོཔ་ཡོད་ཟེར་ཞུ་ཡི།,237,60
འདས་པའི་རིང་ལུ་འབད་བ་ཅིན་ སོ་ནམ་དེ་ རང་འཚོ་རང་ལྡང་ཅིག་གི་དོན་ལུ་ གཙོ་རིམ་སྒྲིག་སྟེ་ཡོད་རུང་ ད་རེས་ནངས་པར་འབད་བའི་བསྒང་ལས་ ཚོང་འབྲེལ་ནང་ ཤུགས་བཏོན་དོ་ཡོདཔ་ལས་ སོ་ནམ་ལུ་བརྟེན་ དཔལ་འབྱོར་གྱི་འཕེལ་ཚད་ཡར་དྲག་བཟོ་ཚུགས་ཟེར་ བློན་པོ་གིས་ཞུ་ཡི།,235,59
ཁོ་གིས་ མནན་བསྐྱར་དུ་ ཞུ་མིའི་ནང་ སྲིད་བྱུས་དེ་ མ་འོངས་པའི་ནང་ འཁྲི་སྣོན་འབད་བ་ཅིན་ འཕྲལ་མཁོའི་བསྒྱུར་བཅོས་ཚུ་ དགོཔ་མིན་ནུག་ཟེར་ཨིན་པས།,135,31
