sentence,char_count,token_count
The larger GDP base in 2025 is also expected to contribute to a statistical slowdown in growth momentum in 2026.,20,
"However, medium-term projections show a recovery to 7.6 percent in 2027, driven by the industrial sector, hydropower expansion, construction activity, and the gradual revival of tourism and related services.",29,
"The unemployment rate is expected to decline slightly to 2.9 percent in 2026 before rising marginally to 3.1 percent in 2027, reflecting shifts in labour absorption as major infrastructure projects progress.",31,
"Gross international reserves are projected to improve significantly over the medium term, rising to USD 1.5 billion in fiscal year 2026–27 and further increasing to USD 1.54 billion in fiscal year 2027–28, equivalent to 39 months of import cover.",39,
"Lyonpo Lekey Dorji proposed the supplementary budget appropriation of for the 2025–26 fiscal year, largely to support donor-funded activities.",19,
"Following this revision, the current fiscal year’s approved budget will be adjusted accordingly.",13,
The budget report has been referred to the Economic and Finance Committee to prepare for a review for on June 2.,21,
"The public debt stood at as of March 31, equivalent to 90.6 percent of GDP.",15,
"External debt continues to dominate the debt portfolio at, while domestic debt accounts for.",14,
"Hydropower remains the largest contributor to external borrowing, accounting for 58.3 percent of the total external debt stock, while non-hydropower external liabilities make up the remaining 41.7 percent.",28,
"The health sector has been allocated, with a strong focus on expanding tertiary healthcare and improving service delivery.",18,
"Key investments include for a multi-disciplinary super-specialty hospital, for a mother and child hospital in Mongar, and infrastructure development for CT,",21,
"Regional hospitals in Samtse, Trashigang, and Phuentsholing will also be strengthened to improve equitable access to healthcare services.",18,
"A total of has been allocated for medical equipment and ambulances, and for the electronic Patient Information System and related digital health initiatives.",23,
"The education sector has received, one of the largest allocations in the budget.",13,
"Key investments include for developing 20 Phase I central school clusters, along with new institutions such as the International School in Thimphu and the STEM School at Drukgyel Higher Secondary School.",31,
"Curriculum reform aligned with the Cambridge framework has been allocated for implementation in Classes IX and XI, supported by teacher training, assessment reforms, and digitised learning materials.",27,
"Teacher development remains a priority, with allocated for training and leadership programmes.",12,
"Additionally, is allocated for WASH facilities in schools.",8,
"The TVET sector receives for modernisation, while supports infrastructure expansion in technical institutes and resource centers.",16,
"Higher education is allocated for infrastructure, digital transformation, and international accreditation.",11,
"The Renewable Natural Resources (RNR) sector has been allocated to strengthen food security, rural livelihoods, and climate resilience.",18,
"Key investments include for irrigation development, for two Commercial Chirup Farms in Samrang and Pemathang, and for the Yarjugang Agriculture Commercial Farm.",22,
"To enhance resilience, has been allocated for the National Crop and Livestock Insurance Scheme, while will support market linkages and agribusiness development.",22,
"Additional funds include for export promotion, for farm shops, and for the Floriculture Centre of Excellence in Tsirang.",18,
The sector also includes for sustainable forest management and allocations for biodiversity conservation and water resource inventory.,17,
"The energy sector has been allocated, focusing strongly on expanding renewable energy generation and strengthening long-term energy security in line with Bhutan’s transition toward a diversified energy mix.",28,
It includes for a 1MW turbulent micro hydropower pilot project and for the ongoing 500k W hydropower project in Lunana.,20,
"Additional allocations include for solar photovoltaic systems in Wachey,",9,
"Lunana, and Shingphel, and for solar installations in three central schools.",11,
"The budget also allocates to establish a 1MW Green Hydrogen Refueling Station at Gidakom, marking a strategic step toward emerging clean energy technologies.",23,
"The sector has been allocated to enhance urban infrastructure, public utilities, and environmental resilience.",14,
"Key investments include for integrated water systems and for strengthening public transport services, including bus prioritisation and key urban corridors.",20,
"The budget also provides for green infrastructure and open spaces in Thimphu, including neighborhood parks.",15,
"Further allocations include for the expansion of Kaja Throm, for the construction of the Hongtsho Crematorium, for a Government Office Complex, and for the Gelephu flood mitigation project.",28,
The transport sector has been allocated to strengthen national connectivity and improve road and air infrastructure.,16,
"A major portion of the budget is earmarked for road maintenance and improvement, including for routine maintenance, for dzongkhag roads, for Primary National Highways, and for Secondary National Highways.",29,
Additional funds include for bridge construction and strengthening.,8,
"The allocation also includes to promote low-emission transport and electric vehicles, and for airport development to enhance air connectivity.",19,
"The government has allocated to the law and order services sector, covering the Royal Bhutan Police, the Judiciary, the Department of Law and Order under the Ministry of Home Affairs, and the Office of the Attorney General.",37,
"Of the total, has been earmarked as capital investment for the Royal Bhutan Police to enhance operational capacity in fire and rescue services, traffic enforcement, crime prevention, and rehabilitation programmes.",30,
"The Judiciary has been allocated to support infrastructure development, digital transformation, and human resource capacity building.",16,
Major initiatives include the construction of the Thimphu Dzongkhag Court (Phase I) and strengthening digital justice systems such as the Case Management System and e-Litigation platform to improve efficiency and access to justice.,33,
"In addition, the Office of the Attorney General was allocated to enhance legal services, strengthen rights protection, and improve institutional readiness in addressing emerging legal challenges.",26,
"The government has allocated for human resource development, reflecting a continued emphasis on building a skilled and high-performing public service to support Bhutan’s long-term development vision.",26,
"The allocation covers training, capacity building, leadership development, scholarships, and talent development programs across the public sector.",17,
"Local governments have been allocated, marking a 23.6 percent increase from the previous fiscal year.",15,
"Of this, 62.3 percent is dedicated to capital expenditure, reflecting a strong emphasis on decentralised infrastructure development.",17,
"Dzongkhags have been allocated a total of, gewogs, and thromdes.",10,
"The general public services sector has been allocated to support the government’s core administrative and institutional functions, including constitutional bodies, the legislature, foreign missions, and local governance institutions.",28,
"Key allocations include for constructing the Royal Bhutan Embassy Dhaka chancery and maintaining missions in New York and Delhi, and for Phase II procurement of protocol vehicles.",27,
"Additionally, has also been allocated for the National Population and Housing Census 2027.",13,
"Jampel Choda, a 35-year-old from Mongar, who serves with the Royal Bodyguard (RBG), won the Laya Run 2025, completing the 25-kilometre (km) race from Pongchothang to Langothang, the Royal Highland Festival ground in one hour and 47 minutes.",38,
"Langothang, tourism is from Monastery from Punakha.",7,
Pema conservation from fifth Archery Punakha.,6,
Pema and Gross National Happiness fifth and.,7,
Pema policy and am development and Laya conservation am now,10,
"and Chorten Laya and Pema now those village and Choda Bhutan those highlight policy Choda Pema Rice highlight challenging Chorten Pema to Paro challenging including Bhutanese to race Monk including twice, ”",32,
"to Punakha race took literature twice, ” from",8,
"twice, ” Drukair from 46 crafts this also sustainable 46 test village also top Buddhism test race Himalaya top won innovation race Thinley",23,
top crafts won first will Thinley communities,7,
won Chili first glacial Bhutanese communities course.,7,
The technology glacial minutes Monastery course.,6,
The event Gross National Happiness minutes she.,7,
The wons event Laya Lama she was health Laya victory Punakha was (km) literature victory sports.,16,
was resources (km) particularly Pema sports. for,7,
"for Buddhism Laya crossing Chorten from race Chorten crossing (RBG), policy race Mongar, forestry (RBG), Laya,",16,
"Rice Mongar, also (RBG), Prayer flags Laya, completing,",8,
"completing innovation that true technology October I conservation true came tradition I in Monastery came enthusiasm, health in Run Tiger's Nest enthusiasm, landscape, conservation Run a,",26,
"Sonam my better Druk the women,",6,
"She Bhutanese traditions, rivers,, art She as,",7,
"Karma rivers, a sustainable as the,",6,
Nine young athletes to feature in Asian Youth Games 2025,10,
"Nine young Bhutanese athletes will represent the nation at the Asian Youth Games (AYG) 2025 in Bahrain, showcasing the country’s commitment to fostering a new generation of sporting talent.",29,
give development Zilnoen consistently GNH was on Bhutan consistently a Paro on triathlon.,13,
consistently Gho a investment Chorten triathlon.,6,
Coaches 2013 Tiger's Nest investment culture.,6,
"Coaches crafts 2013 third Buddhism culture to Yak third Whatever Chorten to 14 Bhutan Whatever a Drukair 14 best Bhutan Telecom a athletes, will best Thinley, heritage athletes, and Tashi Thinley, balanced, cheese and that,",35,
"Tashi balanced and forestry that in development and I Gho in Asian Bhutan I sports Bhutan Asian 26 Kira sports the Dzong 26 swimming,",24,
"Wangdue the competed culture swimming, 14-year-old",6,
"Bhutanese 14-year-old Tshering dance my sports -year-old Sonam Tshering their Bumthang sports at Gross National Happiness their AYG, literature at VIII",21,
"their environment AYG, represent Gross National Happiness VIII foster, Tshechu represent hosted Bhutan Telecom foster country’s community hosted that",19,
"foster dogs country’s she cheese that 4,000 ’s Archery she fostering Pema 4,000 together Kira fostering 21.",17,
"The art excellence, from ’s innovation will try,",8,
Monastery from VIII Lama try expressed wons VIII and Lama expressed boxing.“I Bhutan and to Sonam boxing.“I its culture to made.“I Drukair its in cheese made event,27,
its sustainable in for Bhutan Telecom event in Gross National Happiness for a agriculture in “I health a participated dance “I Olympic Kira participated of “I Himalaya Olympic records Monastery of may Wangdue records determination Paro may platform,38,
"Bodybuilder Mahalal Rai, 34, from Tsirang, was crowned Mr Bhutan 2025 after winning the Men’s Open Bodybuilding Category at the 14th National Bodybuilding and Fitness Championship.",26,
"Archery of Clock Dzongkha 2022, from Prayer flags Clock comeback, dance from career tourism comeback for Ema Datshi career had Dorji for a Monastery had and Thimphu a discipline, ” will and his technology discipline, ” to Choden his people, ” Paro to strict Buddhism people but Dorji strict of.",50,
Expressing for but “Every resources of.,6,
Expressing dogs Sports the “Every Dzong Men’s position Sonam the 15th ’s Rice position national resources 15th a Tshechu national floor Yak a hard literature floor in literature hard true,30,
"floor Rice in see sustainable true was Rice see nutritious Pema was Physique,",13,
"I resources in said., Monk I Athletic education said. 2024.",10,
Earlier Chorten Rai and Karma gold unity.,7,
He Druk and winning Rice unity.,6,
"He Dzongkha and for Bhutanese year, four Chorten for diet,, Yak four to village diet, do dogs to we, music do category.",22,
"Five Himalaya we tobacco, Ema Datshi category.",7,
"Yak of to GNH Men’s a Choden to the ’s community a maintain Dzong the Mahalal Bhutan maintain event Dzong Mahalal them Dorji event discipline,",25,
"Gross National Happiness them to Choden discipline, began",8,
"them technology to for, wons began growth Sonam for the agriculture growth the dogs the on for the the Paro on and Bhutan Telecom the won innovation and Zhiwaling Paro won which dogs Zhiwaling on",35,
won Wangdue which to tourism on Dorji Thimphu to to education Dorji to Prayer flags to said.,17,
Twenty-four education to that tradition said.,6,
"Twenty-four Wangdue India, determination, for the prepare, Tashi determination, at",10,
"the Tshechu prepare will, Monastery at really wons will the Druk really Rai Festivals the gratitude Tiger's Nest Rai title.",20,
Looking agriculture the can will difficult Namgay Bodybuilder resources can the Festivals Namgay Bodybuilder Sports Wangdue the category Buddhism Sports in Dzongkha category choices.,24,
"Sports development in field, ” tourism choices.",7,
"Model environment field, ” competing.. literature Model steady, ” conservation competing. bodybuilding.”Mahalal Rice steady competitors.",15,
Bhutan bodybuilding.”Mahalal life.”He economy competitors Bhutan’s.”Mahalal Choden life.”He become cheese Bhutan’s it’s.”He Chorten become of ’s Thimphu it’s while Choden of in ’s music while milestone in sweat Paro milestone his,31,
